PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31339297","Identification of AV-1451 as a Weak, Nonselective Inhibitor of Monoamine Oxidase","Drake LR, Pham JM, Desmond TJ, Mossine AV, Lee SJ, Kilbourn MR, Koeppe RA, Brooks AF, Scott PJH.","ACS Chem Neurosci. 2019 Aug 21;10(8):3839-3846. doi: 10.1021/acschemneuro.9b00326. Epub 2019 Aug 5.","Drake LR","ACS Chem Neurosci","2019","2019/07/25","","","10.1021/acschemneuro.9b00326"
"31277574","ET-GRU: using multi-layer gated recurrent units to identify electron transport proteins","Le NQK, Yapp EKY, Yeh HY.","BMC Bioinformatics. 2019 Jul 6;20(1):377. doi: 10.1186/s12859-019-2972-5.","Le NQK","BMC Bioinformatics","2019","2019/07/07","PMC6612191","","10.1186/s12859-019-2972-5"
"33390930","Systematic and Comprehensive Automated Ventricle Segmentation on Ventricle Images of the Elderly Patients: A Retrospective Study","Zhou X, Ye Q, Jiang Y, Wang M, Niu Z, Menpes-Smith W, Fang EF, Liu Z, Xia J, Yang G.","Front Aging Neurosci. 2020 Dec 16;12:618538. doi: 10.3389/fnagi.2020.618538. eCollection 2020.","Zhou X","Front Aging Neurosci","2020","2021/01/04","PMC7772233","","10.3389/fnagi.2020.618538"
"31020004","Immunotherapy with ponezumab for probable cerebral amyloid angiopathy","Leurent C, Goodman JA, Zhang Y, He P, Polimeni JR, Gurol ME, Lindsay M, Frattura L, Sohur US, Viswanathan A, Bednar MM, Smith EE; Ponezumab Trial Study Group, Greenberg SM.","Ann Clin Transl Neurol. 2019 Mar 18;6(4):795-806. doi: 10.1002/acn3.761. eCollection 2019 Apr.","Leurent C","Ann Clin Transl Neurol","2019","2019/04/26","PMC6469253","","10.1002/acn3.761"
"32232602","GAN-based synthetic brain PET image generation","Islam J, Zhang Y.","Brain Inform. 2020 Mar 30;7(1):3. doi: 10.1186/s40708-020-00104-2.","Islam J","Brain Inform","2020","2020/04/02","PMC7105582","","10.1186/s40708-020-00104-2"
"32310161","Structural Brain Changes in Pre-Clinical FTD MAPT Mutation Carriers","Domínguez-Vivero C, Wu L, Lee S, Manoochehri M, Cines S, Brickman AM, Rizvi B, Chesebro A, Gazes Y, Fallon E, Lynch T, Heidebrink JL, Paulson H, Goldman JS, Huey E, Cosentino S.","J Alzheimers Dis. 2020;75(2):595-606. doi: 10.3233/JAD-190820.","Domínguez-Vivero C","J Alzheimers Dis","2020","2020/04/21","","","10.3233/JAD-190820"
"31768599","Cognitive signature of brain FDG PET based on deep learning: domain transfer from Alzheimer's disease to Parkinson's disease","Choi H, Kim YK, Yoon EJ, Lee JY, Lee DS; Alzheimer’s Disease Neuroimaging Initiative.","Eur J Nucl Med Mol Imaging. 2020 Feb;47(2):403-412. doi: 10.1007/s00259-019-04538-7. Epub 2019 Nov 25.","Choi H","Eur J Nucl Med Mol Imaging","2020","2019/11/27","","","10.1007/s00259-019-04538-7"
"30408230","Magnetic resonance T1w/T2w ratio: A parsimonious marker for Parkinson disease","Du G, Lewis MM, Sica C, Kong L, Huang X.","Ann Neurol. 2019 Jan;85(1):96-104. doi: 10.1002/ana.25376. Epub 2018 Dec 19.","Du G","Ann Neurol","2019","2018/11/09","PMC6342624","NIHMS998841","10.1002/ana.25376"
"29881892","Brain MRI analysis for Alzheimer's disease diagnosis using an ensemble system of deep convolutional neural networks","Islam J, Zhang Y.","Brain Inform. 2018 May 31;5(2):2. doi: 10.1186/s40708-018-0080-3.","Islam J","Brain Inform","2018","2018/06/09","PMC6170939","","10.1186/s40708-018-0080-3"
"32226359","Shape Information Improves the Cross-Cohort Performance of Deep Learning-Based Segmentation of the Hippocampus","Brusini I, Lindberg O, Muehlboeck JS, Smedby Ö, Westman E, Wang C.","Front Neurosci. 2020 Jan 24;14:15. doi: 10.3389/fnins.2020.00015. eCollection 2020.","Brusini I","Front Neurosci","2020","2020/04/01","PMC7081773","","10.3389/fnins.2020.00015"
"32682094","Predicting dysfunctional age-related task activations from resting-state network alterations","Mill RD, Gordon BA, Balota DA, Cole MW.","Neuroimage. 2020 Nov 1;221:117167. doi: 10.1016/j.neuroimage.2020.117167. Epub 2020 Jul 16.","Mill RD","Neuroimage","2020","2020/07/19","PMC7810059","NIHMS1657526","10.1016/j.neuroimage.2020.117167"
"29970996","Classification of Alzheimer's Disease by Combination of Convolutional and Recurrent Neural Networks Using FDG-PET Images","Liu M, Cheng D, Yan W; Alzheimer’s Disease Neuroimaging Initiative.","Front Neuroinform. 2018 Jun 19;12:35. doi: 10.3389/fninf.2018.00035. eCollection 2018.","Liu M","Front Neuroinform","2018","2018/07/05","PMC6018166","","10.3389/fninf.2018.00035"
"31057348","Robust Motion Regression of Resting-State Data Using a Convolutional Neural Network Model","Yang Z, Zhuang X, Sreenivasan K, Mishra V, Cordes D; Alzheimer’s Disease Neuroimaging Initiative.","Front Neurosci. 2019 Feb 28;13:169. doi: 10.3389/fnins.2019.00169. eCollection 2019.","Yang Z","Front Neurosci","2019","2019/05/07","PMC6482337","","10.3389/fnins.2019.00169"
"30122839","Multimodality Neuroimaging in Mild Cognitive Impairment: A Cross-sectional Comparison Study","Sheelakumari R, Sarma SP, Kesavadas C, Thomas B, Sasi D, Sarath LV, Justus S, Mathew M, Menon RN.","Ann Indian Acad Neurol. 2018 Apr-Jun;21(2):133-139. doi: 10.4103/aian.AIAN_379_17.","Sheelakumari R","Ann Indian Acad Neurol","2018","2018/08/21","PMC6073958","","10.4103/aian.AIAN_379_17"
"31884180","A novel multi-modal machine learning based approach for automatic classification of EEG recordings in dementia","Ieracitano C, Mammone N, Hussain A, Morabito FC.","Neural Netw. 2020 Mar;123:176-190. doi: 10.1016/j.neunet.2019.12.006. Epub 2019 Dec 14.","Ieracitano C","Neural Netw","2020","2019/12/30","","","10.1016/j.neunet.2019.12.006"
"30851133","Divergent patterns of TDP-43 and tau pathologies in primary progressive aphasia","Giannini LAA, Xie SX, McMillan CT, Liang M, Williams A, Jester C, Rascovsky K, Wolk DA, Ash S, Lee EB, Trojanowski JQ, Grossman M, Irwin DJ.","Ann Neurol. 2019 May;85(5):630-643. doi: 10.1002/ana.25465. Epub 2019 Mar 28.","Giannini LAA","Ann Neurol","2019","2019/03/10","PMC6538935","NIHMS1023597","10.1002/ana.25465"
"31019992","Investigation of white matter PiB uptake as a marker of white matter integrity","Zeydan B, Schwarz CG, Lowe VJ, Reid RI, Przybelski SA, Lesnick TG, Kremers WK, Senjem ML, Gunter JL, Min HK, Vemuri P, Knopman DS, Petersen RC, Jack CR Jr, Kantarci OH, Kantarci K.","Ann Clin Transl Neurol. 2019 Mar 3;6(4):678-688. doi: 10.1002/acn3.741. eCollection 2019 Apr.","Zeydan B","Ann Clin Transl Neurol","2019","2019/04/26","PMC6469255","","10.1002/acn3.741"
"32954307","Prediction of conversion to Alzheimer's disease using deep survival analysis of MRI images","Nakagawa T, Ishida M, Naito J, Nagai A, Yamaguchi S, Onoda K; Alzheimer’s Disease Neuroimaging Initiative.","Brain Commun. 2020 May 27;2(1):fcaa057. doi: 10.1093/braincomms/fcaa057. eCollection 2020.","Nakagawa T","Brain Commun","2020","2020/09/21","PMC7425528","","10.1093/braincomms/fcaa057"
"31430514","Arginine vasopressin attenuates dysfunction of hippocampal theta and gamma oscillations in chronic cerebral hypoperfusion via V1a receptor","Li Q, Yang C, Zhang X, Yang Z, Zhang T.","Brain Res Bull. 2019 Nov;153:84-92. doi: 10.1016/j.brainresbull.2019.08.012. Epub 2019 Aug 17.","Li Q","Brain Res Bull","2019","2019/08/21","","","10.1016/j.brainresbull.2019.08.012"
"33396415","Computer-Aided Diagnosis of Alzheimer's Disease through Weak Supervision Deep Learning Framework with Attention Mechanism","Liang S, Gu Y.","Sensors (Basel). 2020 Dec 31;21(1):220. doi: 10.3390/s21010220.","Liang S","Sensors (Basel)","2020","2021/01/05","PMC7795039","","10.3390/s21010220"
"29460167","Alzheimer disease detection from structural MR images using FCM based weighted probabilistic neural network","Duraisamy B, Shanmugam JV, Annamalai J.","Brain Imaging Behav. 2019 Feb;13(1):87-110. doi: 10.1007/s11682-018-9831-2.","Duraisamy B","Brain Imaging Behav","2019","2018/02/21","","","10.1007/s11682-018-9831-2"
"33339334","EEG-Based Emotion Classification for Alzheimer's Disease Patients Using Conventional Machine Learning and Recurrent Neural Network Models","Seo J, Laine TH, Oh G, Sohn KA.","Sensors (Basel). 2020 Dec 16;20(24):7212. doi: 10.3390/s20247212.","Seo J","Sensors (Basel)","2020","2020/12/19","PMC7766766","","10.3390/s20247212"
"31838994","Brain Arrhythmias Induced by Amyloid Beta and Inflammation: Involvement in Alzheimer's Disease and Other Inflammation-related Pathologies","Peña-Ortega F.","Curr Alzheimer Res. 2019;16(12):1108-1131. doi: 10.2174/1567205017666191213162233.","Peña-Ortega F","Curr Alzheimer Res","2019","2019/12/17","","","10.2174/1567205017666191213162233"
"32913026","Association of common genetic variants with brain microbleeds: A genome-wide association study","Knol MJ, Lu D, Traylor M, Adams HHH, Romero JRJ, Smith AV, Fornage M, Hofer E, Liu J, Hostettler IC, Luciano M, Trompet S, Giese AK, Hilal S, van den Akker EB, Vojinovic D, Li S, Sigurdsson S, van der Lee SJ, Jack CR Jr, Wilson D, Yilmaz P, Satizabal CL, Liewald DCM, van der Grond J, Chen C, Saba Y, van der Lugt A, Bastin ME, Windham BG, Cheng CY, Pirpamer L, Kantarci K, Himali JJ, Yang Q, Morris Z, Beiser AS, Tozer DJ, Vernooij MW, Amin N, Beekman M, Koh JY, Stott DJ, Houlden H, Schmidt R, Gottesman RF, MacKinnon AD, DeCarli C, Gudnason V, Deary IJ, van Duijn CM, Slagboom PE, Wong TY, Rost NS, Jukema JW, Mosley TH, Werring DJ, Schmidt H, Wardlaw JM, Ikram MA, Seshadri S, Launer LJ, Markus HS; Alzheimer's Disease Neuroimaging Initiative.","Neurology. 2020 Dec 15;95(24):e3331-e3343. doi: 10.1212/WNL.0000000000010852. Epub 2020 Sep 10.","Knol MJ","Neurology","2020","2020/09/11","PMC7836652","","10.1212/WNL.0000000000010852"
"33034769","Application of deep learning in detecting neurological disorders from magnetic resonance images: a survey on the detection of Alzheimer's disease, Parkinson's disease and schizophrenia","Noor MBT, Zenia NZ, Kaiser MS, Mamun SA, Mahmud M.","Brain Inform. 2020 Oct 9;7(1):11. doi: 10.1186/s40708-020-00112-2.","Noor MBT","Brain Inform","2020","2020/10/09","PMC7547060","","10.1186/s40708-020-00112-2"
"32446943","Multi-modal neuroimaging feature fusion for diagnosis of Alzheimer's disease","Zhang T, Shi M.","J Neurosci Methods. 2020 Jul 15;341:108795. doi: 10.1016/j.jneumeth.2020.108795. Epub 2020 May 22.","Zhang T","J Neurosci Methods","2020","2020/05/25","","","10.1016/j.jneumeth.2020.108795"
"33433332","Stacked autoencoders as new models for an accurate Alzheimer's disease classification support using resting-state EEG and MRI measurements","Ferri R, Babiloni C, Karami V, Triggiani AI, Carducci F, Noce G, Lizio R, Pascarelli MT, Soricelli A, Amenta F, Bozzao A, Romano A, Giubilei F, Del Percio C, Stocchi F, Frisoni GB, Nobili F, Patanè L, Arena P.","Clin Neurophysiol. 2021 Jan;132(1):232-245. doi: 10.1016/j.clinph.2020.09.015. Epub 2020 Oct 15.","Ferri R","Clin Neurophysiol","2021","2021/01/12","","","10.1016/j.clinph.2020.09.015"
"30381863","Effective feature learning and fusion of multimodality data using stage-wise deep neural network for dementia diagnosis","Zhou T, Thung KH, Zhu X, Shen D.","Hum Brain Mapp. 2019 Feb 15;40(3):1001-1016. doi: 10.1002/hbm.24428. Epub 2018 Nov 1.","Zhou T","Hum Brain Mapp","2019","2018/11/02","PMC6865441","","10.1002/hbm.24428"
"31055026","A novel methodology for automated differential diagnosis of mild cognitive impairment and the Alzheimer's disease using EEG signals","Amezquita-Sanchez JP, Mammone N, Morabito FC, Marino S, Adeli H.","J Neurosci Methods. 2019 Jul 1;322:88-95. doi: 10.1016/j.jneumeth.2019.04.013. Epub 2019 May 2.","Amezquita-Sanchez JP","J Neurosci Methods","2019","2019/05/06","","","10.1016/j.jneumeth.2019.04.013"
"32477040","Early Detection of Alzheimer's Disease Using Magnetic Resonance Imaging: A Novel Approach Combining Convolutional Neural Networks and Ensemble Learning","Pan D, Zeng A, Jia L, Huang Y, Frizzell T, Song X.","Front Neurosci. 2020 May 13;14:259. doi: 10.3389/fnins.2020.00259. eCollection 2020.","Pan D","Front Neurosci","2020","2020/06/02","PMC7238823","","10.3389/fnins.2020.00259"
"31581245","No relationship between fornix and cingulum degradation and within-network decreases in functional connectivity in prodromal Alzheimer's disease","Gilligan TM, Sibilia F, Farrell D, Lyons D, Kennelly SP, Bokde ALW.","PLoS One. 2019 Oct 3;14(10):e0222977. doi: 10.1371/journal.pone.0222977. eCollection 2019.","Gilligan TM","PLoS One","2019","2019/10/04","PMC6776361","","10.1371/journal.pone.0222977"
"33250847","Comparison of Transfer Learning and Conventional Machine Learning Applied to Structural Brain MRI for the Early Diagnosis and Prognosis of Alzheimer's Disease","Nanni L, Interlenghi M, Brahnam S, Salvatore C, Papa S, Nemni R, Castiglioni I; Alzheimer's Disease Neuroimaging Initiative.","Front Neurol. 2020 Nov 5;11:576194. doi: 10.3389/fneur.2020.576194. eCollection 2020.","Nanni L","Front Neurol","2020","2020/11/30","PMC7674838","","10.3389/fneur.2020.576194"
"32827354","Education differentially contributes to cognitive reserve across racial/ethnic groups","Avila JF, Rentería MA, Jones RN, Vonk JMJ, Turney I, Sol K, Seblova D, Arias F, Hill-Jarrett T, Levy SA, Meyer O, Racine AM, Tom SE, Melrose RJ, Deters K, Medina LD, Carrión CI, Díaz-Santos M, Byrd DR, Chesebro A, Colon J, Igwe KC, Maas B, Brickman AM, Schupf N, Mayeux R, Manly JJ.","Alzheimers Dement. 2021 Jan;17(1):70-80. doi: 10.1002/alz.12176. Epub 2020 Aug 22.","Avila JF","Alzheimers Dement","2021","2020/08/23","","","10.1002/alz.12176"
"31853655","A Deep Learning Approach for Automated Diagnosis and Multi-Class Classification of Alzheimer's Disease Stages Using Resting-State fMRI and Residual Neural Networks","Ramzan F, Khan MUG, Rehmat A, Iqbal S, Saba T, Rehman A, Mehmood Z.","J Med Syst. 2019 Dec 18;44(2):37. doi: 10.1007/s10916-019-1475-2.","Ramzan F","J Med Syst","2019","2019/12/20","","","10.1007/s10916-019-1475-2"
"31866295","Structural Interaction of Apolipoprotein A-I Mimetic Peptide with Amyloid-β Generates Toxic Hetero-oligomers","Sahoo BR, Bekier ME 2nd, Liu Z, Kocman V, Stoddard AK, Anantharamaiah GM, Nowick J, Fierke CA, Wang Y, Ramamoorthy A.","J Mol Biol. 2020 Feb 14;432(4):1020-1034. doi: 10.1016/j.jmb.2019.12.005. Epub 2019 Dec 19.","Sahoo BR","J Mol Biol","2020","2019/12/24","PMC7054163","NIHMS1547259","10.1016/j.jmb.2019.12.005"
"31661038","[(18)F]-AV-1451 binding profile in chronic traumatic encephalopathy: a postmortem case series","Marquié M, Agüero C, Amaral AC, Villarejo-Galende A, Ramanan P, Chong MST, Sáez-Calveras N, Bennett RE, Verwer EE, Kim SJW, Dhaynaut M, Alvarez VE, Johnson KA, McKee AC, Frosch MP, Gómez-Isla T.","Acta Neuropathol Commun. 2019 Oct 28;7(1):164. doi: 10.1186/s40478-019-0808-1.","Marquié M","Acta Neuropathol Commun","2019","2019/10/30","PMC6816221","","10.1186/s40478-019-0808-1"
"32170446","Spatial metabolic profiles to discriminate dementia with Lewy bodies from Alzheimer disease","Iizuka T, Kameyama M.","J Neurol. 2020 Jul;267(7):1960-1969. doi: 10.1007/s00415-020-09790-8. Epub 2020 Mar 13.","Iizuka T","J Neurol","2020","2020/03/15","","","10.1007/s00415-020-09790-8"
"29502031","Multiscale deep neural network based analysis of FDG-PET images for the early diagnosis of Alzheimer's disease","Lu D, Popuri K, Ding GW, Balachandar R, Beg MF; Alzheimer’s Disease Neuroimaging Initiative.","Med Image Anal. 2018 May;46:26-34. doi: 10.1016/j.media.2018.02.002. Epub 2018 Feb 21.","Lu D","Med Image Anal","2018","2018/03/05","","","10.1016/j.media.2018.02.002"
"30695786","Non-Invasive Brain Stimulation in Dementia: A Complex Network Story","Pini L, Manenti R, Cotelli M, Pizzini FB, Frisoni GB, Pievani M.","Neurodegener Dis. 2018;18(5-6):281-301. doi: 10.1159/000495945. Epub 2019 Jan 29.","Pini L","Neurodegener Dis","2018","2019/01/30","","","10.1159/000495945"
"29738855","Diminished neural network dynamics in amnestic mild cognitive impairment","Brenner EK, Hampstead BM, Grossner EC, Bernier RA, Gilbert N, Sathian K, Hillary FG.","Int J Psychophysiol. 2018 Aug;130:63-72. doi: 10.1016/j.ijpsycho.2018.05.001. Epub 2018 May 5.","Brenner EK","Int J Psychophysiol","2018","2018/05/09","PMC6827720","NIHMS1054679","10.1016/j.ijpsycho.2018.05.001"
"32305781","Estimating brain age based on a uniform healthy population with deep learning and structural magnetic resonance imaging","Feng X, Lipton ZC, Yang J, Small SA, Provenzano FA; Alzheimer’s Disease Neuroimaging Initiative; Australian Imaging Biomarkers and Lifestyle flagship study of ageing; Frontotemporal Lobar Degeneration Neuroimaging Initiative.","Neurobiol Aging. 2020 Jul;91:15-25. doi: 10.1016/j.neurobiolaging.2020.02.009. Epub 2020 Mar 6.","Feng X","Neurobiol Aging","2020","2020/04/20","PMC7890463","NIHMS1666281","10.1016/j.neurobiolaging.2020.02.009"
"30842994","A Novel Approach of Diffusion Tensor Visualization Based Neuro Fuzzy Classification System for Early Detection of Alzheimer's Disease","Kar S, Majumder DD.","J Alzheimers Dis Rep. 2019 Jan 11;3(1):1-18. doi: 10.3233/ADR-180082.","Kar S","J Alzheimers Dis Rep","2019","2019/03/08","PMC6400114","","10.3233/ADR-180082"
"33250550","Patch-Based Surface Morphometry Feature Selection with Federated Group Lasso Regression","Wu J, Zhang J, Li Q, Su Y, Chen K, Reiman EM, Wang J, Lepore N, Ye J, Thompson PM, Wang Y.","Proc SPIE Int Soc Opt Eng. 2020 Oct;11583:1158304. doi: 10.1117/12.2575984. Epub 2020 Nov 3.","Wu J","Proc SPIE Int Soc Opt Eng","2020","2020/11/30","PMC7694696","NIHMS1633958","10.1117/12.2575984"
"31898145","FCN Based Label Correction for Multi-Atlas Guided Organ Segmentation","Zhu H, Adeli E, Shi F, Shen D; Alzheimer’s Disease Neuroimaging Initiative.","Neuroinformatics. 2020 Apr;18(2):319-331. doi: 10.1007/s12021-019-09448-5.","Zhu H","Neuroinformatics","2020","2020/01/04","","","10.1007/s12021-019-09448-5"
"30264411","Development of a cerebrovascular magnetic resonance imaging biomarker for cognitive aging","Vemuri P, Lesnick TG, Przybelski SA, Graff-Radford J, Reid RI, Lowe VJ, Zuk SM, Senjem ML, Schwarz CG, Gunter JL, Kantarci K, Machulda MM, Mielke MM, Petersen RC, Knopman DS, Jack CR Jr.","Ann Neurol. 2018 Nov;84(5):705-716. doi: 10.1002/ana.25346. Epub 2018 Oct 25.","Vemuri P","Ann Neurol","2018","2018/09/29","PMC6282853","","10.1002/ana.25346"
"32990807","Visual interpretation of [(18)F]Florbetaben PET supported by deep learning-based estimation of amyloid burden","Kim JY, Oh D, Sung K, Choi H, Paeng JC, Cheon GJ, Kang KW, Lee DY, Lee DS.","Eur J Nucl Med Mol Imaging. 2021 Apr;48(4):1116-1123. doi: 10.1007/s00259-020-05044-x. Epub 2020 Sep 29.","Kim JY","Eur J Nucl Med Mol Imaging","2021","2020/09/29","","","10.1007/s00259-020-05044-x"
"32194367","Latent Factor Decoding of Multi-Channel EEG for Emotion Recognition Through Autoencoder-Like Neural Networks","Li X, Zhao Z, Song D, Zhang Y, Pan J, Wu L, Huo J, Niu C, Wang D.","Front Neurosci. 2020 Mar 2;14:87. doi: 10.3389/fnins.2020.00087. eCollection 2020.","Li X","Front Neurosci","2020","2020/03/21","PMC7061897","","10.3389/fnins.2020.00087"
"31446125","Toward an interpretable Alzheimer's disease diagnostic model with regional abnormality representation via deep learning","Lee E, Choi JS, Kim M, Suk HI; Alzheimer’s Disease Neuroimaging Initiative.","Neuroimage. 2019 Nov 15;202:116113. doi: 10.1016/j.neuroimage.2019.116113. Epub 2019 Aug 22.","Lee E","Neuroimage","2019","2019/08/26","","","10.1016/j.neuroimage.2019.116113"
"31319182","Quantifying deep grey matter atrophy using automated segmentation approaches: A systematic review of structural MRI studies","Pagnozzi AM, Fripp J, Rose SE.","Neuroimage. 2019 Nov 1;201:116018. doi: 10.1016/j.neuroimage.2019.116018. Epub 2019 Jul 15.","Pagnozzi AM","Neuroimage","2019","2019/07/19","","","10.1016/j.neuroimage.2019.116018"
