Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Level Set Segmentation of Brain Matter Using a Trans-Roto-Scale Invariant High Dimensional Feature","Computer Vision – ACCV 2016 Workshops","","","","10.1007/978-3-319-54427-4_43","Naveen MadirajuAmarjot SinghS. N. Omkar","2017","http://link.springer.com/chapter/10.1007/978-3-319-54427-4_43","Chapter"
"Evaluating Human-Robot Interaction Using a Robot Exercise Instructor at a Senior Living Community","Intelligent Robotics and Applications","","","","10.1007/978-3-319-43518-3_2","Lundy LewisTed MetzlerLinda Cook","2016","http://link.springer.com/chapter/10.1007/978-3-319-43518-3_2","Chapter"
"Reflections on the Design Challenges Prompted by Affect-Aware Socially Assistive Robots","Emotions and Personality in Personalized Services","","","","10.1007/978-3-319-31413-6_18","Jason R. WilsonMatthias ScheutzGordon Briggs","2016","http://link.springer.com/chapter/10.1007/978-3-319-31413-6_18","Chapter"
"Whole Brain Parcellation with Pathology: Validation on Ventriculomegaly Patients","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-67434-6_3","Aaron CarassMuhan ShaoXiang LiBlake E. DeweyAri M. BlitzSnehashis RoyDzung L. PhamJerry L. PrinceLotta M. Ellingsen","2017","http://link.springer.com/chapter/10.1007/978-3-319-67434-6_3","Chapter"
"Corpus Callosum Segmentation in Brain MRIs via Robust Target-Localization and Joint Supervised Feature Extraction and Prediction","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2016","","","","10.1007/978-3-319-46723-8_47","Lisa Y. W. TangTom BroschXingTong LiuYoungjin YooAnthony TraboulseeDavid LiRoger Tam","2016","http://link.springer.com/chapter/10.1007/978-3-319-46723-8_47","Chapter"
"Bayesian Multiview Manifold Learning Applied to Hippocampus Shape and Clinical Score Data","Medical Computer Vision and Bayesian and Graphical Models for Biomedical Imaging","","","","10.1007/978-3-319-61188-4_15","Giorgos SfikasChristophoros Nikou","2017","http://link.springer.com/chapter/10.1007/978-3-319-61188-4_15","Chapter"
"The mATHENA Inventory for Free Mobile Assistive Technology Applications","On the Move to Meaningful Internet Systems: OTM 2015 Workshops","","","","10.1007/978-3-319-26138-6_56","Georgios KouroupetroglouSpyridon KousidisParaskevi RigaAlexandros Pino","2015","http://link.springer.com/chapter/10.1007/978-3-319-26138-6_56","Chapter"
"A New Image Data Set and Benchmark for Cervical Dysplasia Classification Evaluation","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_4","Tao XuCheng XinL. Rodney LongSameer AntaniZhiyun XueEdward KimXiaolei Huang","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_4","Chapter"
"Hippocampus Segmentation Through Distance Field Fusion","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-28194-0_13","Shumao PangZhentai LuWei YangYao WuZixiao LuLiming ZhongQianjin Feng","2015","http://link.springer.com/chapter/10.1007/978-3-319-28194-0_13","Chapter"
"Learning and Combining Image Similarities for Neonatal Brain Population Studies","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_14","Veronika A. ZimmerBen GlockerPaul AljabarSerena J. CounsellMary A. RutherfordA. David EdwardsJo V. HajnalMiguel Ángel González BallesterDaniel RueckertGemma Piella","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_14","Chapter"
"Discriminative Dimensionality Reduction for Patch-Based Label Fusion","Machine Learning Meets Medical Imaging","","","","10.1007/978-3-319-27929-9_10","Gerard SanromaOualid M. BenkarimGemma PiellaGuorong WuXiaofeng ZhuDinggang ShenMiguel Ángel González Ballester","2015","http://link.springer.com/chapter/10.1007/978-3-319-27929-9_10","Chapter"
"SmartStrokes: Digitizing Paper-Based Neuropsychological Tests","Revolutionizing Education with Digital Ink","","","","10.1007/978-3-319-31193-7_11","Raniero Lara-GardunoNancy LeslieTracy Hammond","2016","http://link.springer.com/chapter/10.1007/978-3-319-31193-7_11","Chapter"
"Neuronal Texture Analysis in Murine Model of Down’s Syndrome","Advances in Computational Intelligence","","","","10.1007/978-3-319-59147-6_2","Auxiliadora SarmientoMiguel Ángel Fernández-GraneroBeatriz GalánMaría Luz MontesinosIrene Fondón","2017","http://link.springer.com/chapter/10.1007/978-3-319-59147-6_2","Chapter"
"The Use of Asset-Based Community Development in a Research Project Aimed at Developing mHealth Technologies for Older Adults","Mobile Health","","","","10.1007/978-3-319-51394-2_5","David H. Gustafson Ph.D.Fiona McTavish M.S.David H. Gustafson Jr. M.S.Scott Gatzke B.A.Christa Glowacki M.S.Brett Iverson B.A.Pat Batemon M.S.Roberta A. Johnson M.A., M.Ed.","2017","http://link.springer.com/chapter/10.1007/978-3-319-51394-2_5","Chapter"
"Preliminary Study on Unilateral Sensorineural Hearing Loss Identification via Dual-Tree Complex Wavelet Transform and Multinomial Logistic Regression","Natural and Artificial Computation for Biomedicine and Neuroscience","","","","10.1007/978-3-319-59740-9_28","Shuihua WangYudong ZhangMing YangBin LiuJavier RamirezJuan Manuel Gorriz","2017","http://link.springer.com/chapter/10.1007/978-3-319-59740-9_28","Chapter"
"Fast Geodesic Regression for Population-Based Image Analysis","Medical Image Computing and Computer Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66182-7_37","Yi HongPolina GollandMiaomiao Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-66182-7_37","Chapter"
"Parallel Transport in Shape Analysis: A Scalable Numerical Scheme","Geometric Science of Information","","","","10.1007/978-3-319-68445-1_4","Maxime LouisAlexandre BôneBenjamin CharlierStanley Durrleman","2017","http://link.springer.com/chapter/10.1007/978-3-319-68445-1_4","Chapter"
"Reliability Guided Forward and Backward Patch-Based Method for Multi-atlas Segmentation","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-28194-0_16","Liang SunChen ZuDaoqiang Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-28194-0_16","Chapter"
"Conditional Local Distance Correlation for Manifold-Valued Data","Information Processing in Medical Imaging","","","","10.1007/978-3-319-59050-9_4","Wenliang PanXueqin WangCanhong WenMartin StynerHongtu Zhu","2017","http://link.springer.com/chapter/10.1007/978-3-319-59050-9_4","Chapter"
"Soft-Split Random Forest for Anatomy Labeling","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_3","Guangkai MaYaozong GaoLi WangLigang WuDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_3","Chapter"
"Who Will Be Your Next Doctor?","Social Machines","","","","10.1007/978-1-4842-1156-4_2","James HendlerAlice M. Mulvehill","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1156-4_2","Chapter"
"Application of BAN Network to Increase Security in Transport Systems","Smart Solutions in Today’s Transport","","","","10.1007/978-3-319-66251-0_13","Malgorzata Gajewska","2017","http://link.springer.com/chapter/10.1007/978-3-319-66251-0_13","Chapter"
"A Primer on Neurobiology and the Brain for Information Systems Scholars","Fundamentals of NeuroIS","","","","10.1007/978-3-662-45091-8_2","René RiedlPierre-Majorique Léger","2016","http://link.springer.com/chapter/10.1007/978-3-662-45091-8_2","Chapter"
"Online Statistical Inference for Large-Scale Binary Images","Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66185-8_82","Moo K. ChungYing Ji ChuangHouri K. Vorperian","2017","http://link.springer.com/chapter/10.1007/978-3-319-66185-8_82","Chapter"
"Thinking, Values and Meaning in Changing Cognitive Ecologies","Cognition Beyond the Brain","","","","10.1007/978-3-319-49115-8_1","Stephen J. CowleyFrédéric Vallée-Tourangeau","2017","http://link.springer.com/chapter/10.1007/978-3-319-49115-8_1","Chapter"
"Determination of Modeling Parameters for a Low Cost Air Pollution Measurement System Using Feedforward Neural Networks","Modeling, Design and Simulation of Systems","","","","10.1007/978-981-10-6463-0_58","Nur Azie DahariHerman Wahid","2017","http://link.springer.com/chapter/10.1007/978-981-10-6463-0_58","Chapter"
"Barycentric Discriminant Analysis","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4614-7163-9_110192-2","Hervé AbdiLynne J. WilliamsMichel Béra","2018","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-7163-9_110192-2","ReferenceWorkEntry"
"Hierarchical Hidden Markov Model in detecting activities of daily living in wearable videos for studies of dementia","Multimedia Tools and Applications","","69","3","10.1007/s11042-012-1117-x","Svebor KaramanJenny Benois-PineauVladislavs DovgalecsRémi MégretJulien PinquierRégine André-ObrechtYann GaëstelJean-François Dartigues","2014","http://link.springer.com/article/10.1007/s11042-012-1117-x","Article"
